rank	name	count	mono_strict	mono_relaxed	t2t_consistency	quartet	markers
genus	Brachybacterium	5	yes	yes	1	1	331.2
genus	Brachyspira	4	yes	yes	1	1	308.5
genus	Bradyrhizobium	19	yes	yes	1	1	370.1
genus	Brevibacillus	20	yes	yes	1	1	379.8
genus	Brevibacillus_B	5	yes	yes	1	1	367.2
genus	Brevibacterium	7	yes	yes	1	1	326.0
genus	Brevundimonas	10	yes	yes	1	1	336.8
genus	Brochothrix	2	yes	yes	1	1	335.5
genus	Buchnera	8	yes	yes	1	1	191.8
genus	Burkholderia	5	yes	yes	1	1	372.8
genus	Butyricimonas	4	yes	yes	1	1	318.5
genus	Butyrivibrio	33	yes	yes	1	1	331.0
genus	Butyrivibrio_A	3	yes	yes	1	1	316.7
genus	C7867-001	10	no	yes	1	1	137.5
genus	C7867-002	7	yes	yes	1	1	138.1
genus	C7867-006	13	no	yes	1	1	128.0
genus	CAG-1031	4	yes	yes	1	1	308.3
genus	CAG-115	2	yes	yes	1	1	322.0
genus	CAG-1427	4	yes	yes	1	1	299.0
genus	CAG-145	2	yes	yes	1	1	283.5
genus	CAG-177	2	yes	yes	1	1	281.0
genus	CAG-196	2	yes	yes	1	1	271.5
genus	CAG-207	2	yes	yes	1	1	319.5
genus	CAG-245	3	yes	yes	1	1	213.0
genus	CAG-267	2	yes	yes	1	1	226.5
genus	CAG-306	3	yes	yes	1	1	283.3
genus	CAG-307	2	yes	yes	1	1	262.5
genus	CAG-313	2	yes	yes	1	1	245.0
genus	CAG-349	2	yes	yes	1	1	226.0
genus	CAG-41	2	yes	yes	1	1	298.0
genus	CAG-485	2	yes	yes	1	1	287.0
genus	CAG-488	2	yes	yes	1	1	282.0
genus	CAG-495	4	yes	yes	1	1	238.3
genus	CAG-605	2	yes	yes	1	1	174.5
genus	CAG-65	2	yes	yes	1	1	298.0
genus	CAG-724	2	yes	yes	1	1	251.0
genus	CAG-791	3	yes	yes	1	1	317.0
genus	CAG-81	2	yes	yes	1	1	320.5
genus	CAG-83	2	no	yes	1	1	262.5
genus	CAG-873	2	yes	yes	1	1	298.0
genus	CDF	3	yes	yes	1	1	351.3
genus	CG1-02-40-82	2	yes	yes	1	1	124.5
genus	COE1	2	yes	yes	1	1	326.5
genus	COMBO-56-21	2	yes	yes	1	1	172.5
genus	COMBO-69-17	2	no	yes	1	1	166.0
genus	Caballeronia	4	yes	yes	1	1	366.3
genus	Caldanaerobacter	4	yes	yes	1	1	321.3
genus	Caldanaerobius	2	yes	yes	1	1	330.0
genus	Caldicellulosiruptor	10	yes	yes	1	1	328.8
genus	Caldimonas	2	yes	yes	1	1	366.5
genus	Caldivirga	3	yes	yes	1	1	165.3
genus	Calescibacterium	3	no	yes	1	1	271.7
genus	Caloramator	2	yes	yes	1	1	320.5
genus	Caloranaerobacter	2	yes	yes	1	1	301.0
genus	Calothrix	3	yes	yes	1	1	356.0
genus	Campylobacter	11	yes	yes	1	1	299.6
genus	Campylobacter_A	3	yes	yes	1	1	305.0
genus	Campylobacter_B	4	yes	yes	1	1	300.8
genus	Campylobacter_C	3	yes	yes	1	1	315.0
genus	Candidimonas	2	yes	yes	1	1	368.0
genus	Capnocytophaga	17	yes	yes	1	1	293.2
genus	Carboxydothermus	2	yes	yes	1	1	334.0
genus	Cardinium	2	yes	yes	1	1	181.5
genus	Cardiobacterium	2	yes	yes	1	1	327.0
genus	Carnobacterium	3	yes	yes	1	1	329.7
genus	Carnobacterium_A	7	yes	yes	1	1	314.0
genus	Catenibacterium	2	yes	yes	1	1	309.0
genus	Catenovulum	2	yes	yes	1	1	357.0
genus	Caulobacter	4	yes	yes	1	1	354.8
genus	Celeribacter	2	yes	yes	1	1	368.5
genus	Cellulomonas	10	yes	yes	1	1	337.9
genus	Cellulophaga	4	no	no	0.75	0.998	342.0
genus	Cellulosilyticum	2	yes	yes	1	1	351.0
genus	Cellvibrio	4	yes	yes	1	1	352.3
genus	Centipeda	6	yes	yes	1	1	333.7
genus	Chelativorans	2	yes	yes	1	1	363.0
genus	Chitinilyticum	2	yes	yes	1	1	366.0
genus	Chitinophaga	12	yes	yes	1	1	363.6
genus	Chlamydia	10	yes	yes	1	1	215.7
genus	Chlamydophila	67	yes	yes	1	1	219.2
genus	Chlorobaculum	2	yes	yes	1	1	332.0
genus	Chlorobium	8	yes	yes	1	1	332.6
genus	Chloroflexus	5	yes	yes	1	1	348.6
genus	Chlorogloeopsis	3	yes	yes	1	1	359.7
genus	Chondromyces	2	yes	yes	1	1	360.0
genus	Chromobacterium	4	yes	yes	1	1	371.5
genus	Chromohalobacter	2	yes	yes	1	1	363.5
genus	Chroogloeocystis	2	yes	yes	1	1	364.0
genus	Chryseobacterium	25	yes	yes	1	1	339.7
genus	Chryseobacterium_A	7	yes	yes	1	1	323.4
genus	Chryseobacterium_B	3	yes	yes	1	1	341.7
genus	Chthonomonas	4	yes	yes	1	1	341.5
genus	Citromicrobium	2	yes	yes	1	1	345.0
genus	Cloacibacillus	3	yes	yes	1	1	336.7
genus	Cloacimonas	2	yes	yes	1	1	266.5
genus	Clostridioides	3	yes	yes	1	1	335.0
genus	Clostridium	13	yes	yes	1	1	345.6
genus	Clostridium_A	2	yes	yes	1	1	315.0
genus	Clostridium_AA	2	yes	yes	1	1	329.0
genus	Clostridium_AI	2	yes	yes	1	1	339.0
genus	Clostridium_AJ	3	yes	yes	1	1	323.0
genus	Clostridium_AM	3	yes	yes	1	1	361.7
genus	Clostridium_B	3	yes	yes	1	1	354.0
genus	Clostridium_F	3	yes	yes	1	1	321.0
genus	Clostridium_H	5	yes	yes	1	1	318.6
genus	Clostridium_I	4	yes	yes	1	1	355.5
genus	Clostridium_J	7	yes	yes	1	1	324.1
genus	Clostridium_L	2	yes	yes	1	1	324.0
genus	Clostridium_M	11	yes	yes	1	1	346.0
genus	Clostridium_P	3	yes	yes	1	1	324.0
genus	Clostridium_Q	3	yes	yes	1	1	331.7
genus	Clostridium_R	3	yes	yes	1	1	336.7
genus	Clostridium_S	2	yes	yes	1	1	340.0
genus	Coccinistipes	3	yes	yes	1	1	276.7
genus	Cohnella	4	yes	yes	1	1	373.3
genus	Collinsella	8	yes	yes	1	1	302.1
genus	Colwellia	5	yes	yes	1	1	360.8
genus	Comamonas	2	yes	yes	1	1	354.5
genus	Commensalibacter	2	yes	yes	1	1	334.5
genus	Conchiformibius	2	yes	yes	1	1	328.5
genus	Conexibacter_A	2	yes	yes	1	1	351.5
genus	Congregibacter	2	yes	yes	1	1	357.5
genus	Coprobacter	2	yes	yes	1	1	325.0
genus	Coprococcus	6	yes	yes	1	1	315.8
genus	Coprothermobacter	2	no	yes	1	1	268.5
genus	Corynebacterium	130	yes	yes	1	1	320.3
genus	Coxiella	4	yes	yes	1	1	275.3
genus	Crocinitomix	2	yes	yes	1	1	319.5
genus	Crocosphaera	9	yes	yes	1	1	351.3
genus	Cryptobacterium	2	yes	yes	1	1	293.0
genus	Cuniculiplasma	2	yes	yes	1	1	184.0
genus	Cupriavidus	4	yes	yes	1	1	372.8
genus	Curtobacterium	4	yes	yes	1	1	328.8
genus	Cutibacterium	8	yes	yes	1	1	319.8
genus	Cyanobacterium	2	yes	yes	1	1	344.5
genus	Cyanobium	6	yes	yes	1	1	332.5
genus	Cyanothece_A	2	yes	yes	1	1	335.5
genus	Cyanothece_B	2	yes	yes	1	1	362.0
genus	Cyclobacterium	3	yes	yes	1	1	345.7
genus	Cytophaga	2	yes	yes	1	1	348.5
genus	D2472	7	yes	yes	1	1	265.9
genus	DNF00809	2	yes	yes	1	1	289.5
genus	DSM-45891	2	yes	yes	1	1	336.0
genus	DTU008	2	yes	yes	1	1	204.0
genus	DTU010	2	yes	yes	1	1	274.0
genus	DTU067	2	yes	yes	1	1	245.0
genus	DTU074	3	yes	yes	1	1	298.0
genus	Dechloromonas	3	yes	yes	1	1	363.0
genus	Defluviitoga	2	yes	yes	1	1	299.5
genus	Dehalococcoides	27	yes	yes	1	1	259.2
genus	Dehalogenimonas	4	yes	yes	1	1	274.0
genus	Deinococcus	18	yes	yes	1	1	355.6
genus	Deinococcus_A	2	yes	yes	1	1	352.5
genus	Denitrobacterium	2	yes	yes	1	1	306.5
genus	Dermacoccus	2	yes	yes	1	1	341.5
genus	Desulfatibacillum	2	yes	yes	1	1	350.5
genus	Desulfitibacter	2	yes	yes	1	1	361.5
genus	Desulfitobacterium	5	yes	yes	1	1	368.2
genus	Desulfobacter	3	yes	yes	1	1	350.7
genus	Desulfobacula	4	no	yes	1	1	331.8
genus	Desulfobulbus	2	yes	yes	1	1	356.0
genus	Desulfobulbus_A	2	yes	yes	1	1	369.0
genus	Desulfomicrobium	2	yes	yes	1	1	360.5
genus	Desulfonatronovibrio	2	yes	yes	1	1	342.5
genus	Desulfonatronum	3	yes	yes	1	1	352.7
genus	Desulfonauticus	2	yes	yes	1	1	319.5
genus	Desulfosporosinus	9	yes	yes	1	1	368.4
genus	Desulfotomaculum_C	2	yes	yes	1	1	357.5
genus	Desulfotomaculum_H	3	yes	yes	1	1	353.0
genus	Desulfovibrio	5	yes	yes	1	1	342.0
genus	Desulfovibrio_A	2	yes	yes	1	1	354.0
genus	Desulfovibrio_C	2	yes	yes	1	1	353.5
genus	Desulfovibrio_E	3	yes	yes	1	1	353.3
genus	Desulfovibrio_F	5	yes	yes	1	1	353.6
genus	Desulfovibrio_H	5	yes	yes	1	1	358.8
genus	Desulfurobacterium_A	2	yes	yes	1	1	302.0
genus	Desulfurococcus	5	yes	yes	1	1	126.4
genus	Desulfuromonas	2	yes	yes	1	1	335.5
genus	Devosia	11	yes	yes	1	1	352.4
genus	Dialister	6	yes	yes	1	1	296.5
genus	Diaphorobacter	2	yes	yes	1	1	362.5
genus	Dickeya	3	yes	yes	1	1	372.7
genus	Dictyoglomus	2	yes	yes	1	1	304.5
genus	Didymococcus	2	yes	yes	1	1	353.0
genus	Dielma	3	yes	yes	1	1	311.7
genus	Dietzia	3	yes	yes	1	1	335.3
genus	Dokdonia	2	yes	yes	1	1	329.5
genus	Domibacillus	4	yes	yes	1	1	375.5
genus	Dorea	9	yes	yes	1	1	328.8
genus	Draconibacterium	3	yes	yes	1	1	350.7
genus	Dubosiella	2	yes	yes	1	1	310.5
genus	Duganella	2	yes	yes	1	1	371.0
genus	Dyadobacter	4	yes	yes	1	1	357.3
genus	Dyella	2	yes	yes	1	1	362.0
genus	Dysgonomonas	6	yes	yes	1	1	333.3
genus	Echinicola	2	yes	yes	1	1	350.5
genus	Ectothiorhodospira	2	yes	yes	1	1	356.5
genus	Edaphobacter	3	yes	yes	1	1	359.7
genus	Ehrlichia	6	yes	yes	1	1	220.8
genus	Eisenbergiella	3	yes	yes	1	1	354.0
genus	Endobugula	2	yes	yes	1	1	339.5
genus	Endolissoclinum	2	yes	yes	1	1	246.0
genus	Endozoicomonas	4	yes	yes	1	1	370.5
genus	Enhydrobacter	3	yes	yes	1	1	344.0
genus	Enorma	2	yes	yes	1	1	311.5
genus	Ensifer	2	yes	yes	1	1	370.5
genus	Enterobacter	2	yes	yes	1	1	377.0
genus	Enterococcus	6	yes	yes	1	1	312.2
genus	Enterococcus_A	4	yes	yes	1	1	344.8
genus	Enterococcus_B	5	yes	yes	1	1	305.2
genus	Enterococcus_C	4	yes	yes	1	1	324.3
genus	Enterococcus_D	3	yes	yes	1	1	335.0
genus	Enterococcus_E	2	yes	yes	1	1	328.0
genus	Enterococcus_G	2	yes	yes	1	1	327.0
genus	Enterorhabdus	2	yes	yes	1	1	307.0
genus	Enterovibrio	2	yes	yes	1	1	362.0
genus	Entomoplasma	2	yes	yes	1	1	166.5
genus	Epulopiscium_B	4	no	yes	1	1	289.8
genus	Erwinia	12	yes	yes	1	1	370.8
genus	Erysipelatoclostridium	4	yes	yes	1	1	328.3
genus	Erysipelothrix	3	yes	yes	1	1	257.3
genus	Erythrobacter	3	yes	yes	1	1	344.0
genus	Erythrobacter_A	2	yes	yes	1	1	336.0
genus	Erythrobacter_B	4	yes	yes	1	1	341.8
genus	EsTjRp	2	yes	yes	1	1	344.5
genus	Escherichia	8	yes	yes	1	1	341.6
genus	Eubacterium_A	4	yes	yes	1	1	308.5
genus	Eubacterium_D	12	yes	yes	1	1	328.6
genus	Eubacterium_E	2	yes	yes	1	1	331.5
genus	Eubacterium_F	5	yes	yes	1	1	325.0
genus	Eubacterium_G	2	yes	yes	1	1	312.5
genus	Eubacterium_H	2	yes	yes	1	1	332.0
genus	Eubacterium_I	3	yes	yes	1	1	318.0
genus	Eubacterium_Q	5	yes	yes	1	1	323.4
genus	Eubacterium_R	3	yes	yes	1	1	293.7
genus	Exiguobacterium	4	yes	yes	1	1	356.3
genus	Exiguobacterium_A	5	yes	yes	1	1	353.8
genus	Ezakiella	2	yes	yes	1	1	261.0
genus	F0058	2	yes	yes	1	1	277.5
genus	F0332	2	yes	yes	1	1	293.5
genus	F082	2	yes	yes	1	1	213.0
genus	F23-B02	2	yes	yes	1	1	262.0
genus	FD2005	2	yes	yes	1	1	326.5
genus	Fabibacter	4	yes	yes	1	1	344.8
genus	Facklamia	2	yes	yes	1	1	271.0
genus	Faecalibacterium	2	yes	yes	1	1	289.5
genus	Faecalibaculum	2	yes	yes	1	1	309.5
genus	Faecalitalea	3	yes	yes	1	1	286.7
genus	Fermentimonas	3	yes	yes	1	1	331.3
genus	Ferrimicrobium	2	yes	yes	1	1	324.0
genus	Ferrimonas	4	yes	yes	1	1	369.3
genus	Fervidobacterium	3	yes	yes	1	1	292.3
genus	Fibro-01	2	yes	yes	1	1	305.0
genus	Fibrobacter	15	yes	yes	1	1	315.5
genus	Fibromonas	3	yes	yes	1	1	299.0
genus	Fictibacillus_C	2	yes	yes	1	1	373.0
genus	Fischerella	10	yes	yes	1	1	356.4
genus	Flammeovirga	2	yes	yes	1	1	357.0
genus	Flavihumibacter	4	yes	yes	1	1	356.5
genus	Flavobacterium	36	yes	yes	1	1	330.7
genus	Flexilinea	2	no	yes	1	1	246.5
genus	Fluviicola	4	yes	yes	1	1	327.8
genus	Formosa	2	yes	yes	1	1	343.0
genus	Francisella	52	yes	yes	1	1	311.1
genus	Frankia	7	yes	yes	1	1	340.7
genus	Frateuria	2	no	no	0.5	0.998	359.0
genus	Fructobacillus	8	yes	yes	1	1	258.9
genus	Fuchsiella	3	yes	yes	1	1	347.3
genus	Fusicatenibacter	3	yes	yes	1	1	317.0
genus	Fusobacterium	5	yes	yes	1	1	301.8
genus	Fusobacterium_A	2	yes	yes	1	1	326.5
genus	Fusobacterium_C	10	yes	yes	1	1	313.7
genus	GCF-000787395	27	yes	yes	1	1	335.6
genus	GWA1-39-11	2	no	yes	1	1	138.0
genus	GWA1-42-19	2	no	yes	1	0.999	122.5
genus	GWA1-44-25	13	no	yes	1	1	147.5
genus	GWA1-44-29	8	no	yes	1	1	133.9
genus	GWA1-52-35	3	yes	yes	1	1	297.7
genus	GWA1-54-10	3	no	yes	1	1	132.7
genus	GWA2-33-14	2	yes	yes	1	1	137.0
genus	GWA2-38-11	2	yes	yes	1	1	270.0
genus	GWA2-38-27	3	no	yes	1	1	134.7
genus	GWA2-42-14	3	yes	yes	1	1	169.0
genus	GWA2-42-15	4	yes	yes	1	1	129.5
genus	GWA2-43-13	4	yes	yes	1	1	158.8
genus	GWA2-44-10	4	yes	yes	1	1	117.5
genus	GWA2-44-9	4	yes	yes	1	1	152.5
genus	GWA2-45-9	3	yes	yes	1	1	124.0
genus	GWA2-46-10	2	yes	yes	1	1	124.5
genus	GWA2-46-9	6	yes	yes	1	1	163.5
genus	GWA2-47-10	5	yes	yes	1	1	160.6
genus	GWA2-47-10b	3	no	yes	1	0.999	148.3
genus	GWA2-47-26	7	no	yes	1	1	160.9
genus	GWA2-58-10	2	yes	yes	1	1	293.5
genus	GWB1-37-8	4	no	yes	1	1	148.3
genus	GWB1-40-14	4	no	yes	1	1	156.0
genus	GWB1-41-6	3	yes	yes	1	1	130.7
genus	GWB1-42-6	2	yes	yes	1	1	136.5
genus	GWB1-45-9	2	yes	yes	1	1	142.0
genus	GWB1-50-10	2	yes	yes	1	1	129.5
genus	GWB1-54-5	8	yes	yes	1	1	183.0
genus	GWB2-47-37	3	yes	yes	1	1	289.7
genus	GWB2-55-19	2	yes	yes	1	1	317.5
genus	GWC1-37-12b	2	yes	yes	1	1	142.0
genus	GWC1-40-35	2	yes	yes	1	1	142.0
genus	GWC1-40-9	3	yes	yes	1	1	151.3
genus	GWC1-47-15	2	no	yes	1	1	125.5
genus	GWC1-49-16	9	yes	yes	1	1	165.7
genus	GWC2-33-13	3	yes	yes	1	1	199.0
genus	GWC2-36-17	5	yes	yes	1	1	139.8
genus	GWC2-37-13	4	no	yes	1	1	160.5
genus	GWC2-37-8	2	yes	yes	1	1	139.0
genus	GWC2-39-10	3	yes	yes	1	1	160.7
genus	GWC2-39-14	2	yes	yes	1	1	165.5
genus	GWC2-40-17	2	yes	yes	1	1	165.5
genus	GWC2-42-12	2	no	yes	1	1	166.5
genus	GWC2-55-46	3	yes	yes	1	1	337.7
genus	GWC2-57-9	2	yes	yes	1	1	324.5
genus	GWE2-42-39	3	yes	yes	1	1	351.3
genus	GWE2-51-13	2	yes	yes	1	1	301.5
genus	GWF1-31-35	3	yes	yes	1	1	141.0
genus	GWF1-51-8	2	yes	yes	1	1	296.0
genus	GWF2-33-10	2	yes	yes	1	1	221.0
genus	GWF2-33-38	3	yes	yes	1	1	282.0
genus	GWF2-38-335	2	yes	yes	1	1	311.0
genus	GWF2-43-63	2	yes	yes	1	1	294.0
genus	Ga6A1	3	yes	yes	1	1	311.3
genus	Gabonibacter	3	yes	yes	1	1	320.0
genus	Gallibacterium	10	yes	yes	1	1	331.6
genus	Gallionella	3	no	yes	1	1	326.0
genus	Geitlerinema	2	yes	yes	1	1	355.5
genus	Gemella	3	yes	yes	1	1	280.7
genus	Geminocystis	2	yes	yes	1	1	343.5
genus	Gemmatimonas	2	yes	yes	1	1	353.0
genus	Geobacillus	7	yes	yes	1	1	376.0
genus	Geobacter	3	yes	yes	1	1	363.7
genus	Geobacter_B	2	yes	yes	1	1	360.5
genus	Geodermatophilus_A	2	yes	yes	1	1	343.5
genus	Geoglobus	2	yes	yes	1	1	183.5
genus	Geomicrobium	4	yes	yes	1	1	367.5
genus	Ghiorsea	2	yes	yes	1	1	348.0
genus	Gilliamella	15	no	yes	1	1	324.9
genus	Gillisia	3	yes	yes	1	1	329.7
genus	Gilvimarinus	3	yes	yes	1	1	347.0
genus	Glaciecola	6	yes	yes	1	1	357.0
genus	Gloeobacter	2	yes	yes	1	1	349.5
genus	Glomeribacter	2	yes	yes	1	1	295.0
genus	Gluconobacter	3	yes	yes	1	1	345.3
genus	Glutamicibacter	3	yes	yes	1	1	332.3
genus	Glycomyces	3	yes	yes	1	1	340.7
genus	Gordonia	18	yes	yes	1	1	344.4
genus	Gorillibacterium	2	yes	yes	1	1	375.0
genus	Gracilibacillus	5	yes	yes	1	1	366.2
genus	Gramella	4	yes	yes	1	1	333.3
genus	Granulicatella	2	yes	yes	1	1	264.0
genus	Grimontia	2	yes	yes	1	1	363.0
genus	HDB-SIOI813	4	yes	yes	1	1	265.3
genus	HIMB11	2	no	no	0.5	0.999	346.5
genus	HO2-43-120	6	yes	yes	1	1	152.7
genus	HO2-43-30	2	yes	yes	1	1	162.0
genus	HO2-45-11b	4	yes	yes	1	1	147.0
genus	HO2-49-34	3	yes	yes	1	1	145.0
genus	HO2-FULL-38-9	4	yes	yes	1	1	152.8
genus	HTCC2207	5	yes	yes	1	1	328.0
genus	Haemophilus	4	yes	yes	1	1	305.8
genus	Haemophilus_C	11	no	yes	1	1	292.8
genus	Haemophilus_D	4	yes	yes	1	1	322.5
genus	Hafnia	2	yes	yes	1	1	378.5
genus	Hahella	2	yes	yes	1	1	374.5
genus	Haladaptatus	2	yes	yes	1	1	237.5
genus	Halanaerobium	7	yes	yes	1	1	331.1
genus	Halioglobus	2	yes	yes	1	1	353.5
genus	Haloarcula	4	yes	yes	1	1	238.8
genus	Halobacillus	6	yes	yes	1	1	375.0
genus	Halobacterium	3	yes	yes	1	1	216.3
genus	Halococcus	7	yes	yes	1	1	226.3
genus	Halocynthiibacter	2	yes	yes	1	1	356.0
genus	Halodesulfovibrio	5	yes	yes	1	1	354.8
genus	Haloferax	5	yes	yes	1	1	241.4
genus	Halogeometricum	2	yes	yes	1	1	241.5
genus	Halohasta	2	yes	yes	1	1	223.0
genus	Halolamina	3	yes	yes	1	1	220.7
genus	Halomonas	16	yes	yes	1	1	367.4
genus	Halomonas_A	2	yes	yes	1	1	373.0
genus	Halomonas_C	3	yes	yes	1	1	373.3
genus	Halonotius	2	yes	yes	1	1	202.0
genus	Haloquadratum	5	yes	yes	1	1	216.2
genus	Halorhabdus	2	yes	yes	1	1	223.5
genus	Halorubrum	11	yes	yes	1	1	215.8
genus	Halostagnicola	2	yes	yes	1	1	217.5
genus	Halovenus	3	yes	yes	1	1	206.0
genus	Helcococcus	2	yes	yes	1	1	260.0
genus	Helicobacter	8	yes	yes	1	1	274.1
genus	Helicobacter_A	2	yes	yes	1	1	302.5
genus	Helicobacter_B	3	yes	yes	1	1	298.0
genus	Helicobacter_C	6	yes	yes	1	1	301.0
genus	Helicobacter_D	5	yes	yes	1	1	303.2
genus	Helicobacter_E	5	yes	yes	1	1	275.0
genus	Herbaspirillum	6	yes	yes	1	1	362.7
genus	Herminiimonas	4	yes	yes	1	1	358.5
genus	Herpetosiphon	2	yes	yes	1	1	359.5
genus	Hippea	3	yes	yes	1	1	322.7
genus	Hirschia	2	yes	yes	1	1	345.0
genus	Hoeflea	3	yes	yes	1	1	363.3
genus	Holdemania	3	yes	yes	1	1	302.3
genus	Holospora	2	yes	yes	1	1	184.0
genus	Hungatella	4	yes	yes	1	1	347.0
genus	Hydrococcus	2	yes	yes	1	1	360.5
genus	Hydrogenedens	3	yes	yes	1	1	257.0
genus	Hydrogenobacter	2	yes	yes	1	1	310.0
genus	Hydrogenophaga	2	yes	yes	1	1	367.0
genus	Hydrogenovibrio	8	yes	yes	1	1	338.1
genus	Hydrotalea	2	no	yes	1	0.999	295.5
genus	Hylemonella	2	yes	yes	1	1	352.5
genus	Hymenobacter	8	yes	yes	1	1	347.1
genus	Hyphomicrobium	5	yes	yes	1	1	346.8
genus	Hyphomonas	9	yes	yes	1	1	353.1
genus	IMCC14465	2	yes	yes	1	1	326.0
genus	Idiomarina	17	yes	yes	1	1	338.2
genus	Ilumatobacter	2	yes	yes	1	1	343.0
genus	Intestinimonas	2	yes	yes	1	1	332.5
genus	J07HR59	2	yes	yes	1	1	182.0
genus	Janibacter	2	yes	yes	1	1	341.0
genus	Jannaschia	4	yes	yes	1	1	355.0
genus	Janthinobacterium	2	yes	yes	1	1	371.5
genus	JdFR-11	2	yes	yes	1	1	165.0
genus	JdFR-21	2	yes	yes	1	1	164.5
genus	JdFR-22	2	yes	yes	1	1	159.5
genus	JdFR-72	2	yes	yes	1	1	273.0
genus	JdFR-88	2	yes	yes	1	1	307.5
genus	Jeotgalibacillus	3	yes	yes	1	1	377.0
genus	Jeotgalicoccus	4	yes	yes	1	1	335.0
genus	Jiangella	3	yes	yes	1	1	348.0
genus	Jidaibacter	2	yes	yes	1	1	246.0
genus	Jonesia	2	yes	yes	1	1	331.5
genus	Jonquetella	2	yes	yes	1	1	283.5
genus	Kaistia	2	yes	yes	1	1	362.5
genus	Kallipyga	2	yes	yes	1	1	268.0
genus	Kamptonema	3	yes	yes	1	1	352.0
genus	Kandleria	5	yes	yes	1	1	318.4
genus	Kangiella	2	yes	yes	1	1	333.0
genus	Kazan-3B-28	5	yes	yes	1	1	124.0
genus	Kiloniella	3	yes	yes	1	1	361.7
genus	Kinetoplastibacterium	5	yes	yes	1	1	252.4
genus	Kitasatospora	11	yes	yes	1	1	356.5
genus	Kluyvera	2	yes	yes	1	1	374.0
genus	Knoellia	6	yes	yes	1	1	338.7
genus	Kocuria	8	yes	yes	1	1	329.3
genus	Kocuria_A	2	yes	yes	1	1	315.5
genus	Komagataeibacter	3	yes	yes	1	1	350.0
genus	Kordia	3	yes	yes	1	1	333.7
genus	Kribbella	2	yes	yes	1	1	359.0
genus	Kroppenstedtia	2	yes	yes	1	1	364.5
genus	Kryptobacter	3	yes	yes	1	1	251.0
genus	Kryptonium	16	yes	yes	1	1	278.9
genus	Kurthia	3	no	yes	1	1	362.0
genus	Kutzneria	2	yes	yes	1	1	355.5
genus	LD21	5	no	yes	1	1	324.2
genus	LP2A	2	yes	yes	1	1	326.5
genus	Labrenzia	5	yes	yes	1	1	360.4
genus	Lachnoanaerobaculum	3	yes	yes	1	1	322.7
genus	Lachnospira	4	yes	yes	1	1	325.5
genus	Lacinutrix	4	yes	yes	1	1	335.0
genus	Lactobacillus	46	yes	yes	1	1	244.9
genus	Lactobacillus_B	18	yes	yes	1	1	287.8
genus	Lactobacillus_C	37	yes	yes	1	1	298.0
genus	Lactobacillus_D	16	yes	yes	1	1	264.4
genus	Lactobacillus_E	3	yes	yes	1	1	314.0
genus	Lactobacillus_F	7	yes	yes	1	1	316.6
genus	Lactobacillus_G	39	yes	yes	1	1	282.7
genus	Lactobacillus_H	39	yes	yes	1	1	283.5
genus	Lactobacillus_I	2	yes	yes	1	1	264.0
genus	Lactobacillus_J	6	yes	yes	1	1	287.5
genus	Lactobacillus_K	14	yes	yes	1	1	290.9
genus	Lactobacillus_L	2	yes	yes	1	1	262.0
genus	Lactobacillus_O	12	yes	yes	1	1	320.3
genus	Lactococcus	3	yes	yes	1	1	303.0
genus	Lawsonella	2	yes	yes	1	1	301.0
genus	Lawsonia	3	yes	yes	1	1	275.3
genus	Leeuwenhoekiella	4	yes	yes	1	1	341.0
genus	Legionella	59	yes	yes	1	1	337.9
genus	Legionella_A	3	yes	yes	1	1	326.3
genus	Legionella_C	5	yes	yes	1	1	338.8
genus	Leifsonia	5	yes	yes	1	1	332.6
genus	Leisingera	3	yes	yes	1	1	363.3
genus	Lentibacillus	2	yes	yes	1	1	361.5
genus	Lentimicrobium	2	yes	yes	1	1	311.5
genus	Leptococcus	2	yes	yes	1	1	335.5
genus	Leptolinea	2	yes	yes	1	1	324.0
genus	Leptolyngbya	3	yes	yes	1	1	360.0
genus	Leptonema	2	yes	yes	1	1	347.0
genus	Leptospira	21	yes	yes	1	1	337.5
genus	Leptospira_A	3	yes	yes	1	1	347.3
genus	Leptospirillum_A	8	yes	yes	1	1	317.0
genus	Leptotrichia	3	yes	yes	1	1	321.3
genus	Leptotrichia_A	3	yes	yes	1	1	308.3
genus	Leucobacter	8	yes	yes	1	1	325.3
genus	Leuconostoc	16	yes	yes	1	1	292.3
genus	Lewinella_A	3	yes	yes	1	1	339.3
genus	Liberibacter	19	yes	yes	1	1	259.5
genus	Limnohabitans	2	yes	yes	1	1	348.5
genus	Limnothrix	2	yes	yes	1	1	346.0
genus	Listeria	17	yes	yes	1	1	350.6
genus	Listeria_A	4	yes	yes	1	1	350.5
genus	Loktanella	6	yes	yes	1	1	355.8
genus	Loktanella_A	2	yes	yes	1	1	362.0
genus	Luminiphilus	3	yes	yes	1	1	343.3
genus	Luteibacter	3	yes	yes	1	1	358.0
genus	Luteimonas	6	yes	yes	1	1	351.7
genus	Luteipulveratus	2	yes	yes	1	1	347.5
genus	Lutimaribacter	2	yes	yes	1	1	353.5
genus	Lysinibacillus	4	yes	yes	1	1	370.0
genus	Lysinibacillus_A	2	yes	yes	1	1	362.5
genus	Lysobacter	11	yes	yes	1	1	349.1
genus	MAG-120531	4	yes	yes	1	1	288.3
genus	MAG-120802	2	no	yes	1	0.999	266.5
genus	Macromonas	2	yes	yes	1	1	346.0
genus	Magnetospirillum_A	2	yes	yes	1	1	359.0
